image_path,mask_path,file_class,true_class,true_class_id,mask_area,conflict
/workspace/dataset/train/images/benign (38).png,/workspace/dataset/train/masks/benign (38)_mask.png,Benign,Malignant,1,6008,True
/workspace/dataset/train/images/normal (90).png,/workspace/dataset/train/masks/normal (90)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (70).png,/workspace/dataset/train/masks/benign (70)_mask.png,Benign,Malignant,1,3495,True
/workspace/dataset/train/images/benign (349).png,/workspace/dataset/train/masks/benign (349)_mask.png,Benign,Malignant,1,4667,True
/workspace/dataset/train/images/malignant (40).png,/workspace/dataset/train/masks/malignant (40)_mask.png,Malignant,Malignant,1,27952,False
/workspace/dataset/train/images/normal (27).png,/workspace/dataset/train/masks/normal (27)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (12).png,/workspace/dataset/train/masks/malignant (12)_mask.png,Malignant,Malignant,1,5299,False
/workspace/dataset/train/images/malignant (174).png,/workspace/dataset/train/masks/malignant (174)_mask.png,Malignant,Malignant,1,29579,False
/workspace/dataset/train/images/benign (188).png,/workspace/dataset/train/masks/benign (188)_mask.png,Benign,Malignant,1,176271,True
/workspace/dataset/train/images/benign (21).png,/workspace/dataset/train/masks/benign (21)_mask.png,Benign,Malignant,1,1854,True
/workspace/dataset/train/images/benign (28).png,/workspace/dataset/train/masks/benign (28)_mask.png,Benign,Malignant,1,18616,True
/workspace/dataset/train/images/benign (107).png,/workspace/dataset/train/masks/benign (107)_mask.png,Benign,Malignant,1,9871,True
/workspace/dataset/train/images/malignant (53).png,/workspace/dataset/train/masks/malignant (53)_mask.png,Malignant,Malignant,1,569,False
/workspace/dataset/train/images/malignant (24).png,/workspace/dataset/train/masks/malignant (24)_mask.png,Malignant,Malignant,1,55605,False
/workspace/dataset/train/images/normal (16).png,/workspace/dataset/train/masks/normal (16)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (75).png,/workspace/dataset/train/masks/malignant (75)_mask.png,Malignant,Malignant,1,39280,False
/workspace/dataset/train/images/malignant (16).png,/workspace/dataset/train/masks/malignant (16)_mask.png,Malignant,Malignant,1,48943,False
/workspace/dataset/train/images/malignant (163).png,/workspace/dataset/train/masks/malignant (163)_mask.png,Malignant,Malignant,1,167411,False
/workspace/dataset/train/images/benign (360).png,/workspace/dataset/train/masks/benign (360)_mask.png,Benign,Malignant,1,15841,True
/workspace/dataset/train/images/malignant (91).png,/workspace/dataset/train/masks/malignant (91)_mask.png,Malignant,Malignant,1,41721,False
/workspace/dataset/train/images/malignant (149).png,/workspace/dataset/train/masks/malignant (149)_mask.png,Malignant,Malignant,1,34306,False
/workspace/dataset/train/images/benign (342).png,/workspace/dataset/train/masks/benign (342)_mask.png,Benign,Malignant,1,60194,True
/workspace/dataset/train/images/malignant (15).png,/workspace/dataset/train/masks/malignant (15)_mask.png,Malignant,Malignant,1,37600,False
/workspace/dataset/train/images/malignant (89).png,/workspace/dataset/train/masks/malignant (89)_mask.png,Malignant,Malignant,1,106380,False
/workspace/dataset/train/images/benign (300).png,/workspace/dataset/train/masks/benign (300)_mask.png,Benign,Malignant,1,17160,True
/workspace/dataset/train/images/benign (120).png,/workspace/dataset/train/masks/benign (120)_mask.png,Benign,Malignant,1,1930,True
/workspace/dataset/train/images/benign (195).png,/workspace/dataset/train/masks/benign (195)_mask.png,Benign,Malignant,1,67597,True
/workspace/dataset/train/images/normal (80).png,/workspace/dataset/train/masks/normal (80)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (246).png,/workspace/dataset/train/masks/benign (246)_mask.png,Benign,Malignant,1,1378,True
/workspace/dataset/train/images/malignant (3).png,/workspace/dataset/train/masks/malignant (3)_mask.png,Malignant,Malignant,1,12192,False
/workspace/dataset/train/images/benign (285).png,/workspace/dataset/train/masks/benign (285)_mask.png,Benign,Malignant,1,18127,True
/workspace/dataset/train/images/benign (45).png,/workspace/dataset/train/masks/benign (45)_mask.png,Benign,Malignant,1,31072,True
/workspace/dataset/train/images/benign (326).png,/workspace/dataset/train/masks/benign (326)_mask.png,Benign,Malignant,1,47077,True
/workspace/dataset/train/images/benign (371).png,/workspace/dataset/train/masks/benign (371)_mask.png,Benign,Malignant,1,82703,True
/workspace/dataset/train/images/malignant (60).png,/workspace/dataset/train/masks/malignant (60)_mask.png,Malignant,Malignant,1,62164,False
/workspace/dataset/train/images/benign (254).png,/workspace/dataset/train/masks/benign (254)_mask.png,Benign,Malignant,1,1013,True
/workspace/dataset/train/images/malignant (29).png,/workspace/dataset/train/masks/malignant (29)_mask.png,Malignant,Malignant,1,46325,False
/workspace/dataset/train/images/benign (19).png,/workspace/dataset/train/masks/benign (19)_mask.png,Benign,Malignant,1,1890,True
/workspace/dataset/train/images/normal (127).png,/workspace/dataset/train/masks/normal (127)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (52).png,/workspace/dataset/train/masks/malignant (52)_mask.png,Malignant,Malignant,1,52998,False
/workspace/dataset/train/images/normal (24).png,/workspace/dataset/train/masks/normal (24)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (73).png,/workspace/dataset/train/masks/malignant (73)_mask.png,Malignant,Malignant,1,9757,False
/workspace/dataset/train/images/normal (31).png,/workspace/dataset/train/masks/normal (31)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (105).png,/workspace/dataset/train/masks/benign (105)_mask.png,Benign,Malignant,1,8813,True
/workspace/dataset/train/images/benign (275).png,/workspace/dataset/train/masks/benign (275)_mask.png,Benign,Malignant,1,7692,True
/workspace/dataset/train/images/benign (174).png,/workspace/dataset/train/masks/benign (174)_mask.png,Benign,Malignant,1,25662,True
/workspace/dataset/train/images/benign (250).png,/workspace/dataset/train/masks/benign (250)_mask.png,Benign,Malignant,1,4554,True
/workspace/dataset/train/images/benign (358).png,/workspace/dataset/train/masks/benign (358)_mask.png,Benign,Malignant,1,11560,True
/workspace/dataset/train/images/malignant (154).png,/workspace/dataset/train/masks/malignant (154)_mask.png,Malignant,Malignant,1,58054,False
/workspace/dataset/train/images/benign (393).png,/workspace/dataset/train/masks/benign (393)_mask.png,Benign,Malignant,1,102917,True
/workspace/dataset/train/images/malignant (120).png,/workspace/dataset/train/masks/malignant (120)_mask.png,Malignant,Malignant,1,45152,False
/workspace/dataset/train/images/benign (24).png,/workspace/dataset/train/masks/benign (24)_mask.png,Benign,Malignant,1,5465,True
/workspace/dataset/train/images/benign (32).png,/workspace/dataset/train/masks/benign (32)_mask.png,Benign,Malignant,1,48240,True
/workspace/dataset/train/images/benign (146).png,/workspace/dataset/train/masks/benign (146)_mask.png,Benign,Malignant,1,1503,True
/workspace/dataset/train/images/benign (14).png,/workspace/dataset/train/masks/benign (14)_mask.png,Benign,Malignant,1,4380,True
/workspace/dataset/train/images/benign (370).png,/workspace/dataset/train/masks/benign (370)_mask.png,Benign,Malignant,1,39306,True
/workspace/dataset/train/images/normal (8).png,/workspace/dataset/train/masks/normal (8)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (180).png,/workspace/dataset/train/masks/malignant (180)_mask.png,Malignant,Malignant,1,27730,False
/workspace/dataset/train/images/normal (4).png,/workspace/dataset/train/masks/normal (4)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (170).png,/workspace/dataset/train/masks/malignant (170)_mask.png,Malignant,Malignant,1,82118,False
/workspace/dataset/train/images/benign (230).png,/workspace/dataset/train/masks/benign (230)_mask.png,Benign,Malignant,1,12385,True
/workspace/dataset/train/images/benign (375).png,/workspace/dataset/train/masks/benign (375)_mask.png,Benign,Malignant,1,31590,True
/workspace/dataset/train/images/malignant (84).png,/workspace/dataset/train/masks/malignant (84)_mask.png,Malignant,Malignant,1,39438,False
/workspace/dataset/train/images/benign (167).png,/workspace/dataset/train/masks/benign (167)_mask.png,Benign,Malignant,1,2564,True
/workspace/dataset/train/images/malignant (181).png,/workspace/dataset/train/masks/malignant (181)_mask.png,Malignant,Malignant,1,11063,False
/workspace/dataset/train/images/benign (351).png,/workspace/dataset/train/masks/benign (351)_mask.png,Benign,Malignant,1,6786,True
/workspace/dataset/train/images/benign (69).png,/workspace/dataset/train/masks/benign (69)_mask.png,Benign,Malignant,1,5174,True
/workspace/dataset/train/images/malignant (179).png,/workspace/dataset/train/masks/malignant (179)_mask.png,Malignant,Malignant,1,26254,False
/workspace/dataset/train/images/benign (150).png,/workspace/dataset/train/masks/benign (150)_mask.png,Benign,Malignant,1,1825,True
/workspace/dataset/train/images/malignant (83).png,/workspace/dataset/train/masks/malignant (83)_mask.png,Malignant,Malignant,1,20991,False
/workspace/dataset/train/images/benign (68).png,/workspace/dataset/train/masks/benign (68)_mask.png,Benign,Malignant,1,79154,True
/workspace/dataset/train/images/benign (44).png,/workspace/dataset/train/masks/benign (44)_mask.png,Benign,Malignant,1,6065,True
/workspace/dataset/train/images/malignant (81).png,/workspace/dataset/train/masks/malignant (81)_mask.png,Malignant,Malignant,1,30692,False
/workspace/dataset/train/images/malignant (66).png,/workspace/dataset/train/masks/malignant (66)_mask.png,Malignant,Malignant,1,21299,False
/workspace/dataset/train/images/benign (227).png,/workspace/dataset/train/masks/benign (227)_mask.png,Benign,Malignant,1,6774,True
/workspace/dataset/train/images/normal (101).png,/workspace/dataset/train/masks/normal (101)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (29).png,/workspace/dataset/train/masks/benign (29)_mask.png,Benign,Malignant,1,1415,True
/workspace/dataset/train/images/malignant (135).png,/workspace/dataset/train/masks/malignant (135)_mask.png,Malignant,Malignant,1,38263,False
/workspace/dataset/train/images/benign (217).png,/workspace/dataset/train/masks/benign (217)_mask.png,Benign,Malignant,1,20778,True
/workspace/dataset/train/images/normal (17).png,/workspace/dataset/train/masks/normal (17)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (80).png,/workspace/dataset/train/masks/benign (80)_mask.png,Benign,Malignant,1,60746,True
/workspace/dataset/train/images/malignant (10).png,/workspace/dataset/train/masks/malignant (10)_mask.png,Malignant,Malignant,1,5469,False
/workspace/dataset/train/images/normal (7).png,/workspace/dataset/train/masks/normal (7)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (123).png,/workspace/dataset/train/masks/malignant (123)_mask.png,Malignant,Malignant,1,30076,False
/workspace/dataset/train/images/benign (130).png,/workspace/dataset/train/masks/benign (130)_mask.png,Benign,Malignant,1,14986,True
/workspace/dataset/train/images/benign (384).png,/workspace/dataset/train/masks/benign (384)_mask.png,Benign,Malignant,1,30669,True
/workspace/dataset/train/images/benign (136).png,/workspace/dataset/train/masks/benign (136)_mask.png,Benign,Malignant,1,16264,True
/workspace/dataset/train/images/normal (3).png,/workspace/dataset/train/masks/normal (3)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (201).png,/workspace/dataset/train/masks/malignant (201)_mask.png,Malignant,Malignant,1,78455,False
/workspace/dataset/train/images/benign (248).png,/workspace/dataset/train/masks/benign (248)_mask.png,Benign,Malignant,1,2166,True
/workspace/dataset/train/images/benign (154).png,/workspace/dataset/train/masks/benign (154)_mask.png,Benign,Malignant,1,2060,True
/workspace/dataset/train/images/benign (51).png,/workspace/dataset/train/masks/benign (51)_mask.png,Benign,Malignant,1,1093,True
/workspace/dataset/train/images/benign (244).png,/workspace/dataset/train/masks/benign (244)_mask.png,Benign,Malignant,1,5479,True
/workspace/dataset/train/images/benign (131).png,/workspace/dataset/train/masks/benign (131)_mask.png,Benign,Malignant,1,67475,True
/workspace/dataset/train/images/malignant (148).png,/workspace/dataset/train/masks/malignant (148)_mask.png,Malignant,Malignant,1,2856,False
/workspace/dataset/train/images/benign (18).png,/workspace/dataset/train/masks/benign (18)_mask.png,Benign,Malignant,1,52485,True
/workspace/dataset/train/images/benign (284).png,/workspace/dataset/train/masks/benign (284)_mask.png,Benign,Malignant,1,19226,True
/workspace/dataset/train/images/benign (137).png,/workspace/dataset/train/masks/benign (137)_mask.png,Benign,Malignant,1,5551,True
/workspace/dataset/train/images/normal (63).png,/workspace/dataset/train/masks/normal (63)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (156).png,/workspace/dataset/train/masks/benign (156)_mask.png,Benign,Malignant,1,9573,True
/workspace/dataset/train/images/benign (135).png,/workspace/dataset/train/masks/benign (135)_mask.png,Benign,Malignant,1,11136,True
/workspace/dataset/train/images/benign (10).png,/workspace/dataset/train/masks/benign (10)_mask.png,Benign,Malignant,1,32918,True
/workspace/dataset/train/images/benign (208).png,/workspace/dataset/train/masks/benign (208)_mask.png,Benign,Malignant,1,3229,True
/workspace/dataset/train/images/benign (437).png,/workspace/dataset/train/masks/benign (437)_mask.png,Benign,Malignant,1,1757,True
/workspace/dataset/train/images/normal (55).png,/workspace/dataset/train/masks/normal (55)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (5).png,/workspace/dataset/train/masks/malignant (5)_mask.png,Malignant,Malignant,1,11825,False
/workspace/dataset/train/images/benign (245).png,/workspace/dataset/train/masks/benign (245)_mask.png,Benign,Malignant,1,5649,True
/workspace/dataset/train/images/normal (118).png,/workspace/dataset/train/masks/normal (118)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (138).png,/workspace/dataset/train/masks/benign (138)_mask.png,Benign,Malignant,1,2052,True
/workspace/dataset/train/images/malignant (164).png,/workspace/dataset/train/masks/malignant (164)_mask.png,Malignant,Malignant,1,146711,False
/workspace/dataset/train/images/normal (78).png,/workspace/dataset/train/masks/normal (78)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (298).png,/workspace/dataset/train/masks/benign (298)_mask.png,Benign,Malignant,1,9144,True
/workspace/dataset/train/images/benign (25).png,/workspace/dataset/train/masks/benign (25)_mask.png,Benign,Malignant,1,3256,True
/workspace/dataset/train/images/benign (281).png,/workspace/dataset/train/masks/benign (281)_mask.png,Benign,Malignant,1,12791,True
/workspace/dataset/train/images/normal (130).png,/workspace/dataset/train/masks/normal (130)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (185).png,/workspace/dataset/train/masks/benign (185)_mask.png,Benign,Malignant,1,3335,True
/workspace/dataset/train/images/benign (182).png,/workspace/dataset/train/masks/benign (182)_mask.png,Benign,Malignant,1,3096,True
/workspace/dataset/train/images/benign (319).png,/workspace/dataset/train/masks/benign (319)_mask.png,Benign,Malignant,1,9889,True
/workspace/dataset/train/images/malignant (114).png,/workspace/dataset/train/masks/malignant (114)_mask.png,Malignant,Malignant,1,27988,False
/workspace/dataset/train/images/malignant (132).png,/workspace/dataset/train/masks/malignant (132)_mask.png,Malignant,Malignant,1,84795,False
/workspace/dataset/train/images/benign (122).png,/workspace/dataset/train/masks/benign (122)_mask.png,Benign,Malignant,1,14179,True
/workspace/dataset/train/images/normal (115).png,/workspace/dataset/train/masks/normal (115)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (186).png,/workspace/dataset/train/masks/malignant (186)_mask.png,Malignant,Malignant,1,88940,False
/workspace/dataset/train/images/benign (60).png,/workspace/dataset/train/masks/benign (60)_mask.png,Benign,Malignant,1,2427,True
/workspace/dataset/train/images/malignant (39).png,/workspace/dataset/train/masks/malignant (39)_mask.png,Malignant,Malignant,1,33347,False
/workspace/dataset/train/images/normal (11).png,/workspace/dataset/train/masks/normal (11)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (394).png,/workspace/dataset/train/masks/benign (394)_mask.png,Benign,Malignant,1,9743,True
/workspace/dataset/train/images/benign (353).png,/workspace/dataset/train/masks/benign (353)_mask.png,Benign,Malignant,1,4479,True
/workspace/dataset/train/images/normal (81).png,/workspace/dataset/train/masks/normal (81)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (53).png,/workspace/dataset/train/masks/benign (53)_mask.png,Benign,Malignant,1,4931,True
/workspace/dataset/train/images/benign (266).png,/workspace/dataset/train/masks/benign (266)_mask.png,Benign,Malignant,1,7896,True
/workspace/dataset/train/images/normal (32).png,/workspace/dataset/train/masks/normal (32)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (198).png,/workspace/dataset/train/masks/benign (198)_mask.png,Benign,Malignant,1,41224,True
/workspace/dataset/train/images/benign (420).png,/workspace/dataset/train/masks/benign (420)_mask.png,Benign,Malignant,1,55571,True
/workspace/dataset/train/images/malignant (104).png,/workspace/dataset/train/masks/malignant (104)_mask.png,Malignant,Malignant,1,47473,False
/workspace/dataset/train/images/benign (305).png,/workspace/dataset/train/masks/benign (305)_mask.png,Benign,Malignant,1,4186,True
/workspace/dataset/train/images/malignant (82).png,/workspace/dataset/train/masks/malignant (82)_mask.png,Malignant,Malignant,1,30947,False
/workspace/dataset/train/images/benign (234).png,/workspace/dataset/train/masks/benign (234)_mask.png,Benign,Malignant,1,33802,True
/workspace/dataset/train/images/benign (74).png,/workspace/dataset/train/masks/benign (74)_mask.png,Benign,Malignant,1,2108,True
/workspace/dataset/train/images/malignant (207).png,/workspace/dataset/train/masks/malignant (207)_mask.png,Malignant,Malignant,1,28227,False
/workspace/dataset/train/images/benign (22).png,/workspace/dataset/train/masks/benign (22)_mask.png,Benign,Malignant,1,13641,True
/workspace/dataset/train/images/benign (293).png,/workspace/dataset/train/masks/benign (293)_mask.png,Benign,Malignant,1,7486,True
/workspace/dataset/train/images/malignant (161).png,/workspace/dataset/train/masks/malignant (161)_mask.png,Malignant,Malignant,1,95915,False
/workspace/dataset/train/images/normal (56).png,/workspace/dataset/train/masks/normal (56)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (435).png,/workspace/dataset/train/masks/benign (435)_mask.png,Benign,Malignant,1,3850,True
/workspace/dataset/train/images/malignant (128).png,/workspace/dataset/train/masks/malignant (128)_mask.png,Malignant,Malignant,1,105745,False
/workspace/dataset/train/images/normal (49).png,/workspace/dataset/train/masks/normal (49)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (108).png,/workspace/dataset/train/masks/malignant (108)_mask.png,Malignant,Malignant,1,47983,False
/workspace/dataset/train/images/benign (31).png,/workspace/dataset/train/masks/benign (31)_mask.png,Benign,Malignant,1,1610,True
/workspace/dataset/train/images/benign (239).png,/workspace/dataset/train/masks/benign (239)_mask.png,Benign,Malignant,1,6227,True
/workspace/dataset/train/images/malignant (19).png,/workspace/dataset/train/masks/malignant (19)_mask.png,Malignant,Malignant,1,46355,False
/workspace/dataset/train/images/benign (334).png,/workspace/dataset/train/masks/benign (334)_mask.png,Benign,Malignant,1,6043,True
/workspace/dataset/train/images/benign (409).png,/workspace/dataset/train/masks/benign (409)_mask.png,Benign,Malignant,1,95213,True
/workspace/dataset/train/images/benign (153).png,/workspace/dataset/train/masks/benign (153)_mask.png,Benign,Malignant,1,2802,True
/workspace/dataset/train/images/benign (149).png,/workspace/dataset/train/masks/benign (149)_mask.png,Benign,Malignant,1,9048,True
/workspace/dataset/train/images/benign (43).png,/workspace/dataset/train/masks/benign (43)_mask.png,Benign,Malignant,1,2331,True
/workspace/dataset/train/images/benign (411).png,/workspace/dataset/train/masks/benign (411)_mask.png,Benign,Malignant,1,40403,True
/workspace/dataset/train/images/benign (280).png,/workspace/dataset/train/masks/benign (280)_mask.png,Benign,Malignant,1,14325,True
/workspace/dataset/train/images/normal (102).png,/workspace/dataset/train/masks/normal (102)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/normal (85).png,/workspace/dataset/train/masks/normal (85)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (225).png,/workspace/dataset/train/masks/benign (225)_mask.png,Benign,Malignant,1,11894,True
/workspace/dataset/train/images/benign (75).png,/workspace/dataset/train/masks/benign (75)_mask.png,Benign,Malignant,1,14123,True
/workspace/dataset/train/images/malignant (209).png,/workspace/dataset/train/masks/malignant (209)_mask.png,Malignant,Malignant,1,5025,False
/workspace/dataset/train/images/normal (122).png,/workspace/dataset/train/masks/normal (122)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (116).png,/workspace/dataset/train/masks/malignant (116)_mask.png,Malignant,Malignant,1,13582,False
/workspace/dataset/train/images/benign (2).png,/workspace/dataset/train/masks/benign (2)_mask.png,Benign,Malignant,1,9384,True
/workspace/dataset/train/images/benign (145).png,/workspace/dataset/train/masks/benign (145)_mask.png,Benign,Malignant,1,8622,True
/workspace/dataset/train/images/benign (247).png,/workspace/dataset/train/masks/benign (247)_mask.png,Benign,Malignant,1,2750,True
/workspace/dataset/train/images/benign (168).png,/workspace/dataset/train/masks/benign (168)_mask.png,Benign,Malignant,1,12394,True
/workspace/dataset/train/images/normal (60).png,/workspace/dataset/train/masks/normal (60)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (229).png,/workspace/dataset/train/masks/benign (229)_mask.png,Benign,Malignant,1,15129,True
/workspace/dataset/train/images/benign (125).png,/workspace/dataset/train/masks/benign (125)_mask.png,Benign,Malignant,1,4905,True
/workspace/dataset/train/images/normal (117).png,/workspace/dataset/train/masks/normal (117)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (103).png,/workspace/dataset/train/masks/benign (103)_mask.png,Benign,Malignant,1,49587,True
/workspace/dataset/train/images/benign (271).png,/workspace/dataset/train/masks/benign (271)_mask.png,Benign,Malignant,1,5363,True
/workspace/dataset/train/images/malignant (130).png,/workspace/dataset/train/masks/malignant (130)_mask.png,Malignant,Malignant,1,32239,False
/workspace/dataset/train/images/malignant (95).png,/workspace/dataset/train/masks/malignant (95)_mask.png,Malignant,Malignant,1,56403,False
/workspace/dataset/train/images/malignant (146).png,/workspace/dataset/train/masks/malignant (146)_mask.png,Malignant,Malignant,1,48281,False
/workspace/dataset/train/images/benign (199).png,/workspace/dataset/train/masks/benign (199)_mask.png,Benign,Malignant,1,48810,True
/workspace/dataset/train/images/normal (57).png,/workspace/dataset/train/masks/normal (57)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/normal (129).png,/workspace/dataset/train/masks/normal (129)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/normal (119).png,/workspace/dataset/train/masks/normal (119)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (87).png,/workspace/dataset/train/masks/benign (87)_mask.png,Benign,Malignant,1,8875,True
/workspace/dataset/train/images/normal (111).png,/workspace/dataset/train/masks/normal (111)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (222).png,/workspace/dataset/train/masks/benign (222)_mask.png,Benign,Malignant,1,8311,True
/workspace/dataset/train/images/benign (23).png,/workspace/dataset/train/masks/benign (23)_mask.png,Benign,Malignant,1,18935,True
/workspace/dataset/train/images/malignant (172).png,/workspace/dataset/train/masks/malignant (172)_mask.png,Malignant,Malignant,1,18664,False
/workspace/dataset/train/images/benign (416).png,/workspace/dataset/train/masks/benign (416)_mask.png,Benign,Malignant,1,15080,True
/workspace/dataset/train/images/malignant (198).png,/workspace/dataset/train/masks/malignant (198)_mask.png,Malignant,Malignant,1,33439,False
/workspace/dataset/train/images/benign (114).png,/workspace/dataset/train/masks/benign (114)_mask.png,Benign,Malignant,1,21951,True
/workspace/dataset/train/images/benign (356).png,/workspace/dataset/train/masks/benign (356)_mask.png,Benign,Malignant,1,38618,True
/workspace/dataset/train/images/benign (49).png,/workspace/dataset/train/masks/benign (49)_mask.png,Benign,Malignant,1,143015,True
/workspace/dataset/train/images/benign (344).png,/workspace/dataset/train/masks/benign (344)_mask.png,Benign,Malignant,1,12223,True
/workspace/dataset/train/images/benign (172).png,/workspace/dataset/train/masks/benign (172)_mask.png,Benign,Malignant,1,8769,True
/workspace/dataset/train/images/benign (148).png,/workspace/dataset/train/masks/benign (148)_mask.png,Benign,Malignant,1,11290,True
/workspace/dataset/train/images/malignant (185).png,/workspace/dataset/train/masks/malignant (185)_mask.png,Malignant,Malignant,1,67775,False
/workspace/dataset/train/images/normal (52).png,/workspace/dataset/train/masks/normal (52)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/normal (9).png,/workspace/dataset/train/masks/normal (9)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (88).png,/workspace/dataset/train/masks/malignant (88)_mask.png,Malignant,Malignant,1,34368,False
/workspace/dataset/train/images/malignant (169).png,/workspace/dataset/train/masks/malignant (169)_mask.png,Malignant,Malignant,1,1305,False
/workspace/dataset/train/images/benign (113).png,/workspace/dataset/train/masks/benign (113)_mask.png,Benign,Malignant,1,21535,True
/workspace/dataset/train/images/normal (74).png,/workspace/dataset/train/masks/normal (74)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (113).png,/workspace/dataset/train/masks/malignant (113)_mask.png,Malignant,Malignant,1,19181,False
/workspace/dataset/train/images/benign (62).png,/workspace/dataset/train/masks/benign (62)_mask.png,Benign,Malignant,1,49722,True
/workspace/dataset/train/images/benign (160).png,/workspace/dataset/train/masks/benign (160)_mask.png,Benign,Malignant,1,3629,True
/workspace/dataset/train/images/benign (432).png,/workspace/dataset/train/masks/benign (432)_mask.png,Benign,Malignant,1,14408,True
/workspace/dataset/train/images/normal (21).png,/workspace/dataset/train/masks/normal (21)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (279).png,/workspace/dataset/train/masks/benign (279)_mask.png,Benign,Malignant,1,11775,True
/workspace/dataset/train/images/benign (359).png,/workspace/dataset/train/masks/benign (359)_mask.png,Benign,Malignant,1,4408,True
/workspace/dataset/train/images/benign (15).png,/workspace/dataset/train/masks/benign (15)_mask.png,Benign,Malignant,1,3067,True
/workspace/dataset/train/images/benign (89).png,/workspace/dataset/train/masks/benign (89)_mask.png,Benign,Malignant,1,8041,True
/workspace/dataset/train/images/benign (207).png,/workspace/dataset/train/masks/benign (207)_mask.png,Benign,Malignant,1,33244,True
/workspace/dataset/train/images/malignant (102).png,/workspace/dataset/train/masks/malignant (102)_mask.png,Malignant,Malignant,1,63800,False
/workspace/dataset/train/images/benign (306).png,/workspace/dataset/train/masks/benign (306)_mask.png,Benign,Malignant,1,10146,True
/workspace/dataset/train/images/malignant (167).png,/workspace/dataset/train/masks/malignant (167)_mask.png,Malignant,Malignant,1,57587,False
/workspace/dataset/train/images/normal (93).png,/workspace/dataset/train/masks/normal (93)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/malignant (126).png,/workspace/dataset/train/masks/malignant (126)_mask.png,Malignant,Malignant,1,18584,False
/workspace/dataset/train/images/malignant (68).png,/workspace/dataset/train/masks/malignant (68)_mask.png,Malignant,Malignant,1,73482,False
/workspace/dataset/train/images/normal (15).png,/workspace/dataset/train/masks/normal (15)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (65).png,/workspace/dataset/train/masks/benign (65)_mask.png,Benign,Malignant,1,11242,True
/workspace/dataset/train/images/benign (76).png,/workspace/dataset/train/masks/benign (76)_mask.png,Benign,Malignant,1,10263,True
/workspace/dataset/train/images/malignant (11).png,/workspace/dataset/train/masks/malignant (11)_mask.png,Malignant,Malignant,1,11540,False
/workspace/dataset/train/images/benign (331).png,/workspace/dataset/train/masks/benign (331)_mask.png,Benign,Malignant,1,6488,True
/workspace/dataset/train/images/malignant (121).png,/workspace/dataset/train/masks/malignant (121)_mask.png,Malignant,Malignant,1,3512,False
/workspace/dataset/train/images/malignant (105).png,/workspace/dataset/train/masks/malignant (105)_mask.png,Malignant,Malignant,1,7245,False
/workspace/dataset/train/images/normal (53).png,/workspace/dataset/train/masks/normal (53)_mask.png,Normal,Normal,2,0,False
/workspace/dataset/train/images/benign (391).png,/workspace/dataset/train/masks/benign (391)_mask.png,Benign,Malignant,1,53976,True
